date,time,section,calorie_acc,calorie,protein_acc,pro_acc_clean,protein,carb,fat,distance,type,note
2024-11-04,19:00,0,1215.0,0.0,95.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-04,20:00,0,1215.0,0.0,95.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-04,21:00,0,1215.0,0.0,95.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-04,22:00,0,1215.0,0.0,95.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-04,23:00,0,1215.0,0.0,95.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,04:25,WALK,-363.0,-363.0,0.0,0.0,0.0,0.0,0.0,"8,38",0,15
2024-11-05,05:00,0,-363.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,06:00,0,-363.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,06:30,0,237.0,600.0,25.0,25.0,25.0,37.0,35.0,0,0,Porridge
2024-11-05,07:00,0,237.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,08:00,0,237.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,09:00,0,237.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,10:00,0,237.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,10:01,0,837.0,600.0,50.0,50.0,25.0,37.0,35.0,0,0,Porridge
2024-11-05,10:53,WALK,409.0,-428.0,50.0,0.0,0.0,0.0,0.0,"7,38",0,18
2024-11-05,11:00,0,409.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,12:00,0,409.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,12:30,0,536.0,127.0,53.0,53.0,3.0,10.0,8.0,0,0,"Sandwish, butter, peanut butter"
2024-11-05,13:00,0,536.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,14:00,0,536.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,14:01,0,651.0,115.0,53.0,0.0,0.0,30.0,0.0,0,0,Carbs
2024-11-05,14:58,RUN,146.0,-505.0,53.0,0.0,0.0,0.0,0.0,0,10.0km (5'07''),1
2024-11-05,15:00,0,146.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,16:00,0,146.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,16:30,0,646.0,500.0,80.0,80.0,27.0,26.0,30.0,0,0,"Broccoli, kaki, veg sausage, coleslaw, plum, egg, mozzarella"
2024-11-05,17:00,0,646.0,0.0,80.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,17:01,0,1086.0,440.0,99.0,99.0,19.0,27.0,18.0,0,0,Protein bars
2024-11-05,18:00,0,1086.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,19:00,0,1086.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,20:00,0,1086.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,21:00,0,1086.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,22:00,0,1086.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-05,23:00,0,1086.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,04:22,WALK,-478.0,-478.0,0.0,0.0,0.0,0.0,0.0,"8,79",0,15
2024-11-06,05:00,0,-478.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,06:00,0,-478.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,06:30,0,122.0,600.0,25.0,25.0,25.0,37.0,35.0,0,0,Porridge
2024-11-06,07:00,0,122.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,08:00,0,122.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,09:00,0,122.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,10:00,0,122.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,10:01,0,722.0,600.0,50.0,50.0,25.0,37.0,35.0,0,0,Porridge
2024-11-06,10:47,WALK,284.0,-438.0,50.0,0.0,0.0,0.0,0.0,"7,58",0,19
2024-11-06,11:00,0,284.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,12:00,0,284.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,13:00,0,284.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,13:01,0,411.0,127.0,53.0,53.0,3.0,10.0,8.0,0,0,"Sandwish, butter, peanut butter"
2024-11-06,14:00,0,411.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,14:42,BIKE,-61.0,-472.0,53.0,0.0,0.0,0.0,0.0,0,TRIP,1
2024-11-06,15:00,0,-61.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,16:00,0,-61.0,0.0,53.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,16:30,0,439.0,500.0,80.0,80.0,27.0,26.0,30.0,0,0,"Broccoli, kaki, veg sausage, coleslaw, plum, egg, mozzarella"
2024-11-06,17:00,0,439.0,0.0,80.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,17:01,0,882.0,443.0,101.0,101.0,21.0,31.0,27.0,0,0,Protein bars
2024-11-06,18:00,0,882.0,0.0,101.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,19:00,0,882.0,0.0,101.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,20:00,0,882.0,0.0,101.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,21:00,0,882.0,0.0,101.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,22:00,0,882.0,0.0,101.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-06,23:00,0,882.0,0.0,101.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,05:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,05:35,WALK,-423.0,-423.0,0.0,0.0,0.0,0.0,0.0,"8,47",0,15
2024-11-07,06:00,0,-423.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,07:00,0,-423.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,07:30,0,177.0,600.0,25.0,25.0,25.0,37.0,35.0,0,0,Porridge
2024-11-07,08:00,0,177.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,09:00,0,177.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,10:00,0,177.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,11:00,0,177.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,11:05,WALK,-219.0,-396.0,25.0,0.0,0.0,0.0,0.0,"7,22",0,19
2024-11-07,12:00,0,-219.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,13:00,0,-219.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,13:30,0,-92.0,127.0,28.0,28.0,3.0,10.0,8.0,0,0,"Sandwish, butter, peanut butter"
2024-11-07,14:00,0,-92.0,0.0,28.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,14:30,0,23.0,115.0,28.0,0.0,0.0,30.0,0.0,0,0,Carbs
2024-11-07,15:00,0,23.0,0.0,28.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,16:00,0,23.0,0.0,28.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,16:01,0,523.0,500.0,51.0,70.0,23.0,35.0,27.0,0,0,"Broccoli, veg. burger, halloumi, egg, watermelon, grapes, coleslaw, bea"
2024-11-07,16:30,0,860.0,337.0,70.0,70.0,19.0,27.0,18.0,0,0,Proteinbars
2024-11-07,17:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,18:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,19:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,20:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,21:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,22:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-07,23:00,0,860.0,0.0,70.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,04:13,WALK,-443.0,-443.0,0.0,0.0,0.0,0.0,0.0,"8,41",0,14
2024-11-08,05:00,0,-443.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,06:00,0,-443.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,06:20,0,157.0,600.0,25.0,25.0,25.0,37.0,35.0,0,0,Porridge
2024-11-08,07:00,0,157.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,08:00,0,157.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,09:00,0,157.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,09:30,0,757.0,600.0,50.0,50.0,25.0,37.0,35.0,0,0,Porridge
2024-11-08,10:00,0,757.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,10:12,WALK,299.0,-458.0,50.0,0.0,0.0,0.0,0.0,"7,91",0,17
2024-11-08,11:00,0,299.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,12:00,0,299.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,13:00,0,299.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,14:00,0,299.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,14:55,0,819.0,520.0,78.0,78.0,28.0,29.0,31.0,0,0,"Watermelon, grapes, coleslaw, veg sausage, broccoli, bea, halloumi, egg"
2024-11-08,15:00,0,819.0,0.0,78.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,15:30,0,1262.0,443.0,99.0,99.0,21.0,31.0,27.0,0,0,Protein bars
2024-11-08,16:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,17:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,18:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,19:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,20:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,21:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,22:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-08,23:00,0,1262.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,04:38,0,600.0,600.0,25.0,25.0,25.0,37.0,35.0,0,0,Protein shake
2024-11-09,05:00,0,600.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,05:21,WALK,165.0,-435.0,25.0,0.0,0.0,0.0,0.0,"8,49",0,14
2024-11-09,06:00,0,165.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,07:00,0,165.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,07:43,0,765.0,600.0,50.0,50.0,25.0,37.0,35.0,0,0,Porridge
2024-11-09,08:00,0,765.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,09:00,0,765.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,10:00,0,765.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,10:32,0,1265.0,500.0,73.0,73.0,23.0,35.0,27.0,0,0,Indian curry with rice and <span>chickpeas</span>
2024-11-09,11:00,0,1265.0,0.0,73.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,11:16,WALK,773.0,-492.0,73.0,0.0,0.0,0.0,0.0,"8,68",0,0
2024-11-09,12:00,0,773.0,0.0,73.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,13:00,0,773.0,0.0,73.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,13:45,0,953.0,180.0,77.0,77.0,4.0,12.0,12.0,0,0,"Protein bar, piece of choclate/coffe"
2024-11-09,14:00,0,953.0,0.0,77.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,15:00,0,953.0,0.0,77.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,15:09,RUN,599.0,-354.0,77.0,0.0,0.0,0.0,0.0,0,7.0km (5'33''),0
2024-11-09,16:00,0,599.0,0.0,77.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,16:30,0,1075.0,476.0,98.0,98.0,21.0,26.0,27.0,0,0,"Falaffel, egg, halloumi, watermelon, broccoli, grapes, coleslaw, bea"
2024-11-09,17:00,0,1075.0,0.0,98.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,17:01,0,1471.0,396.0,117.0,117.0,19.0,42.0,18.0,0,0,"Protein bar, candy"
2024-11-09,18:00,0,1471.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,19:00,0,1471.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,20:00,0,1471.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,21:00,0,1471.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,22:00,0,1471.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-09,23:00,0,1471.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,04:52,0,136.0,136.0,25.0,25.0,25.0,3.0,2.0,0,0,"Protein shake, collagogen, msm, vitamins D, multivitamin"
2024-11-10,05:00,0,136.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,05:04,WALK,-350.0,-486.0,25.0,0.0,0.0,0.0,0.0,"8,57",0,0
2024-11-10,06:00,0,-350.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,07:00,0,-350.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,07:30,0,250.0,600.0,50.0,50.0,25.0,37.0,35.0,0,0,Porridge
2024-11-10,08:00,0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,09:00,0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,10:00,0,250.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,10:30,0,745.0,495.0,71.0,71.0,21.0,26.0,27.0,0,0,Yoghurt bowl
2024-11-10,11:00,0,745.0,0.0,71.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,11:09,WALK,86.0,-659.0,71.0,0.0,0.0,0.0,0.0,"8,07",0,0
2024-11-10,12:00,0,86.0,0.0,71.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,13:00,0,86.0,0.0,71.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,13:01,0,266.0,180.0,75.0,75.0,4.0,12.0,12.0,0,0,"Sandwish, butter, peanut butter, piece of choclate"
2024-11-10,13:22,BIKE,75.0,-191.0,75.0,0.0,0.0,0.0,0.0,0,SPRINT,0
2024-11-10,14:00,0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,14:04,STR,-99.0,-174.0,75.0,0.0,0.0,0.0,0.0,0,BODYPUMP,0
2024-11-10,15:00,0,-99.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,15:30,0,421.0,520.0,103.0,103.0,28.0,29.0,31.0,0,0,"Broccoli, watermelon, grapes, halloumi, coleslaw, bea, egg"
2024-11-10,16:00,0,421.0,0.0,103.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,16:01,0,1421.0,1000.0,113.0,113.0,10.0,260.0,0.0,0,0,Candy
2024-11-10,17:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,18:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,19:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,20:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,21:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,22:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-10,23:00,0,1421.0,0.0,113.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,05:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,05:19,WALK,-436.0,-436.0,0.0,0.0,0.0,0.0,0.0,"8,52",0,0
2024-11-11,06:00,0,-436.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,07:00,0,-436.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,07:30,0,164.0,600.0,25.0,25.0,25.0,37.0,35.0,0,0,Porridge
2024-11-11,08:00,0,164.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,09:00,0,164.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,10:00,0,164.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,10:20,0,659.0,495.0,46.0,46.0,21.0,26.0,27.0,0,0,Yoghurt bowl
2024-11-11,10:59,WALK,187.0,-472.0,46.0,0.0,0.0,0.0,0.0,"7,67",0,0
2024-11-11,11:00,0,187.0,0.0,46.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,12:00,0,187.0,0.0,46.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,13:00,0,187.0,0.0,46.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,13:01,0,314.0,127.0,49.0,49.0,3.0,10.0,8.0,0,0,"Sandwish, butter, peanut butter"
2024-11-11,14:00,0,314.0,0.0,49.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,14:01,SWIM,-151.0,-465.0,49.0,0.0,0.0,0.0,0.0,0,1900,1
2024-11-11,15:00,0,-151.0,0.0,49.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,15:41,0,283.0,434.0,76.0,76.0,27.0,56.0,11.0,0,0,"Fried rice, red lentils, union, bryssel crout, tofu, sweet chili"
2024-11-11,16:00,0,283.0,0.0,76.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,16:01,0,564.0,281.0,85.0,85.0,9.0,26.0,16.0,0,0,"Protein bar, dates"
2024-11-11,17:00,0,564.0,0.0,85.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,17:01,0,770.0,206.0,93.0,93.0,8.0,21.0,10.0,0,0,Protein bar
2024-11-11,18:00,0,770.0,0.0,93.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,19:00,0,770.0,0.0,93.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,20:00,0,770.0,0.0,93.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,21:00,0,770.0,0.0,93.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,22:00,0,770.0,0.0,93.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-11,23:00,0,770.0,0.0,93.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,01:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,02:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,03:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,04:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,04:30,0,136.0,136.0,25.0,25.0,25.0,3.0,2.0,0,0,"Protein shake, vitaminer, msm, kollagoen"
2024-11-12,04:42,WALK,-374.0,-510.0,25.0,0.0,0.0,0.0,0.0,"10,88",0,0
2024-11-12,05:00,0,-374.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,06:00,0,-374.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,07:00,0,-374.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,07:01,0,226.0,600.0,50.0,50.0,25.0,37.0,35.0,0,0,Porridge
2024-11-12,08:00,0,226.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,09:00,0,226.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,10:00,0,226.0,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,10:01,0,721.0,495.0,71.0,71.0,21.0,26.0,27.0,0,0,Yoghurt bowl
2024-11-12,10:30,WALK,296.0,-425.0,71.0,0.0,0.0,0.0,0.0,"7,64",0,0
2024-11-12,11:00,0,296.0,0.0,71.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,12:00,0,296.0,0.0,71.0,0.0,0.0,0.0,0.0,0,0,0
2024-11-12,13:00,0,296.0,0.0,71.0,0.0,0.0,0.0,0.0,0,0,0
