label,start,end,note,unknown_1
FOOD/476/21/26/27,2024-11-09T16:30:00+01:00,"{'dateTime': '2024-11-09T17:00:00+01:00', 'timeZone': 'Europe/Stockholm'}","Falaffel, egg, halloumi, watermelon, broccoli, grapes, coleslaw, bea",0
FOOD/396/19/42/18,2024-11-09T17:01:00+01:00,"{'dateTime': '2024-11-09T17:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bar, candy",1
FOOD/136/25/3/2,2024-11-10T04:52:00+01:00,"{'dateTime': '2024-11-10T05:22:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein shake, collagogen, msm, vitamins D, multivitamin",0
FOOD/600/25/37/35,2024-11-10T07:30:00+01:00,"{'dateTime': '2024-11-10T08:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,0
FOOD/495/21/26/27,2024-11-10T10:30:00+01:00,"{'dateTime': '2024-11-10T11:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Yoghurt bowl,1
FOOD/180/4/12/12,2024-11-10T13:01:00+01:00,"{'dateTime': '2024-11-10T13:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, peanut butter, piece of choclate",1
FOOD/520/28/29/31,2024-11-10T15:30:00+01:00,"{'dateTime': '2024-11-10T16:00:00+01:00', 'timeZone': 'Europe/Stockholm'}","Broccoli, watermelon, grapes, halloumi, coleslaw, bea, egg",0
FOOD/1000/10/260/0,2024-11-10T16:01:00+01:00,"{'dateTime': '2024-11-10T16:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Candy,1
FOOD/600/25/37/35,2024-11-11T07:30:00+01:00,"{'dateTime': '2024-11-11T08:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,0
FOOD/495/21/26/27,2024-11-11T10:20:00+01:00,"{'dateTime': '2024-11-11T10:50:00+01:00', 'timeZone': 'Europe/Stockholm'}",Yoghurt bowl,0
FOOD/127/3/10/8,2024-11-11T13:01:00+01:00,"{'dateTime': '2024-11-11T13:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, peanut butter",1
FOOD/434/27/56/11,2024-11-11T15:41:00+01:00,"{'dateTime': '2024-11-11T16:11:00+01:00', 'timeZone': 'Europe/Stockholm'}","Fried rice, red lentils, union, bryssel crout, tofu, sweet chili",0
FOOD/281/9/26/16,2024-11-11T16:01:00+01:00,"{'dateTime': '2024-11-11T16:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bar, dates",1
FOOD/206/8/21/10,2024-11-11T17:01:00+01:00,"{'dateTime': '2024-11-11T17:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Protein bar,1
FOOD/136/25/3/2,2024-11-12T04:30:00+01:00,"{'dateTime': '2024-11-12T05:00:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein shake, vitaminer, msm, kollagoen",3
FOOD/600/25/37/35,2024-11-12T07:01:00+01:00,"{'dateTime': '2024-11-12T07:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,1
FOOD/495/21/26/27,2024-11-12T10:01:00+01:00,"{'dateTime': '2024-11-12T10:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Yoghurt bowl,1
FOOD/173/4/13/6,2024-11-12T13:01:00+01:00,"{'dateTime': '2024-11-12T13:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, peanut butter, piece of protein bar",1
FOOD/115/0/30/0,2024-11-12T14:01:00+01:00,"{'dateTime': '2024-11-12T14:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Supercarb,1
FOOD/413/27/51/11,2024-11-12T16:01:00+01:00,"{'dateTime': '2024-11-12T16:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Fried rice, red lentils, bryssel crout, onion, egg, tofu, oyster sauce",1
FOOD/259/15/21/10,2024-11-12T16:30:00+01:00,"{'dateTime': '2024-11-12T17:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Protein bar mix,1
FOOD/136/25/3/2,2024-11-13T04:01:00+01:00,"{'dateTime': '2024-11-13T04:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein shake, vitaminer, msm, colagoen",1
FOOD/600/25/37/35,2024-11-13T07:01:00+01:00,"{'dateTime': '2024-11-13T07:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,1
FOOD/495/21/26/27,2024-11-13T10:01:00+01:00,"{'dateTime': '2024-11-13T10:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Yoghurt bowl,1
FOOD/214/5/14/12,2024-11-13T12:49:00+01:00,"{'dateTime': '2024-11-13T13:19:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, hårdost emmentaler 30, Wafer nicks",0
FOOD/499/14/26/30,2024-11-13T16:23:00+01:00,"{'dateTime': '2024-11-13T16:53:00+01:00', 'timeZone': 'Europe/Stockholm'}","Broccoil, yellow kiwi, watermelon, veg. burger, halloumi, fried egg, coleslaw, bea",0
FOOD/351/13/25/16,2024-11-13T17:01:00+01:00,"{'dateTime': '2024-11-13T17:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bar, dark choklad 85, marabou dukat, dates peanut",1
FOOD/90/16/2/2,2024-11-14T04:30:00+01:00,"{'dateTime': '2024-11-14T05:00:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein shake sun warrior, vitamines, msm, colagoen",0
FOOD/600/25/37/35,2024-11-14T07:01:00+01:00,"{'dateTime': '2024-11-14T07:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,1
FOOD/600/25/37/35,2024-11-14T10:30:00+01:00,"{'dateTime': '2024-11-14T11:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,0
FOOD/62/0/13/0,2024-11-14T14:01:00+01:00,"{'dateTime': '2024-11-14T14:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Rött äpple royal gala,0
FOOD/471/20/22/26,2024-11-14T16:30:00+01:00,"{'dateTime': '2024-11-14T17:00:00+01:00', 'timeZone': 'Europe/Stockholm'}","Veg korv, grönkålsbiff, stekt ägg, vattenmelon, broccoli, grillost chili, gul kiwi bea, koreansk morotssallad",0
FOOD/414/13/32/19,2024-11-14T17:01:00+01:00,"{'dateTime': '2024-11-14T17:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bars, dadlar peanut, mörk choklad 85%, marabou dukat",0
FOOD/90/16/2/2,2024-11-15T04:01:00+01:00,"{'dateTime': '2024-11-15T04:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein shake, msm, colagogen, vitamines",0
FOOD/600/25/37/35,2024-11-15T06:30:00+01:00,"{'dateTime': '2024-11-15T07:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,0
FOOD/600/25/37/35,2024-11-15T09:09:00+01:00,"{'dateTime': '2024-11-15T09:39:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,0
FOOD/115/0/30/0,2024-11-15T12:02:00+01:00,"{'dateTime': '2024-11-15T12:32:00+01:00', 'timeZone': 'Europe/Stockholm'}",Supercarbs,0
FOOD/144/4/9/7,2024-11-15T13:15:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, cheese",0
FOOD/471/20/22/26,2024-11-15T15:30:00+01:00,"{'dateTime': '2024-11-15T16:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Köpsallad,0
FOOD/378/15/35/16,2024-11-15T16:01:00+01:00,"{'dateTime': '2024-11-15T16:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bars, marabou dukat",0
FOOD/600/25/37/35,2024-11-16T06:30:00+01:00,"{'dateTime': '2024-11-16T07:00:00+01:00', 'timeZone': 'Europe/Stockholm'}",Porridge,0
FOOD/90/16/2/2,2024-11-16T08:51:00+01:00,"{'dateTime': '2024-11-16T09:21:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein shake, msm, collagogen, vitamines",0
FOOD/399/14/25/20,2024-11-16T11:54:00+01:00,"{'dateTime': '2024-11-16T09:21:00+01:00', 'timeZone': 'Europe/Stockholm'}","Vattenmelon. gul kiwi, koreansk morotssallad, bea, falafel, grönkålsbiff, grillost, stekt ägg",0
FOOD/244/15/25/8,2024-11-16T12:28:00+01:00,"{'dateTime': '2024-11-15T16:31:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bars, dadlar lakrits",0
FOOD/439/18/30/22,2024-11-16T15:51:00+01:00,"{'dateTime': '2024-11-16T15:51:00+01:00', 'timeZone': 'Europe/Stockholm'}","Vattenmelon. gul kiwi, koreansk morotssallad, bea, falafel, grillost, stekt ägg, hallon",0
FOOD/260/13/28/8,2024-11-16T16:14:00+01:00,"{'dateTime': '2024-11-15T16:14:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bars, dadlar lakrits",0
FOOD/600/25/37/35,2024-11-17T06:34:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/423/14/34/20,2024-11-17T11:12:00+01:00,"{'dateTime': '2024-11-17T11:12:00+01:00', 'timeZone': 'Europe/Stockholm'}","Vattenmelon. gul kiwi, koreansk morotssallad, bea, falafel, grönkålsbiff, stekt ägg",0
FOOD/288/13/26/10,2024-11-17T11:34:00+01:00,"{'dateTime': '2024-11-15T16:14:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bars, dadlar lakrits, mörk choklad 85%",0
FOOD/416/13/36/19,2024-11-17T16:26:00+01:00,"{'dateTime': '2024-11-17T11:12:00+01:00', 'timeZone': 'Europe/Stockholm'}","Vattenmelon. gul kiwi, koreansk morotssallad, bea, falafel, grönkålsbiff, stekt ägg",0
FOOD/407/11/44/14,2024-11-17T16:43:00+01:00,"{'dateTime': '2024-11-15T16:14:00+01:00', 'timeZone': 'Europe/Stockholm'}","Protein bars, dadlar lakrits, dadelboll jordnöt, snickers bar",0
FOOD/600/25/37/35,2024-11-18T06:14:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/600/25/37/35,2024-11-18T09:43:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/205/4/16/9,2024-11-18T13:08:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, cheese, dadelboll jordnöt",0
FOOD/487/31/51/17,2024-11-18T16:23:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Ris, röda linser, brysselkål, lök, broccoli, ägg, jordnötssmör, tofu",0
FOOD/250/1/31/8,2024-11-18T16:45:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Dadlar lakrits, dadelboll jornöt/protinella, snickers bar",0
FOOD/600/25/37/35,2024-11-19T06:14:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/600/25/37/35,2024-11-19T09:04:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/205/4/16/9,2024-11-19T13:07:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, cheese, dadelboll jordnöt",0
FOOD/115/0/30/0,2024-11-19T14:30:00+01:00,"{'dateTime': '2024-11-05T14:31:00+01:00', 'timeZone': 'Europe/Stockholm'}",Carbs,1
FOOD/558/17/35/33,2024-11-19T17:15:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Kaki, honungsmelon, broccoli, vego cabanoss, falafell, stekt ägg, grillost, coleslaw, bea",0
FOOD/294/6/35/9,2024-11-19T17:37:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Proteinbar, dadlar lakrits, dadelboll protinella, choklad",0
FOOD/600/25/37/35,2024-11-20T06:36:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/600/25/37/35,2024-11-20T09:57:00+01:00,"{'dateTime': '2024-11-17T06:34:00+01:00', 'timeZone': 'Europe/Stockholm'}","Porridge",0
FOOD/205/4/16/9,2024-11-20T13:01:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Sandwish, butter, cheese, dadelboll jordnöt",0
FOOD/473/16/36/26,2024-11-20T15:38:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Kaki, honungsmelon, broccoli, vego cabanoss, falafell, stekt ägg, grillost, bea",0
FOOD/336/7/31/13,2024-11-20T15:59:00+01:00,"{'dateTime': '2024-11-15T13:45:00+01:00', 'timeZone': 'Europe/Stockholm'}","Proteinbar, dadelboll jordnöt, csnickers bar, hoklad",0
